epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,190.905,1.53759,1.94692,1.41755,0.36224,0.42037,0.36512,0.18936,1.67985,3.06586,1.698,0.000471522,0.000471522,0.000471522
2,545.449,1.55765,1.48915,1.45,0.60565,0.47131,0.51231,0.26217,1.73446,2.58646,1.66372,0.000940348,0.000940348,0.000940348
