epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,175.274,1.53759,1.94692,1.41755,0.36224,0.42037,0.36512,0.18936,1.67985,3.06586,1.698,0.000471522,0.000471522,0.000471522
2,513.347,1.41644,1.29658,1.36853,0.62056,0.58895,0.57917,0.31369,1.5385,1.47957,1.48066,0.000478667,0.000478667,0.000478667
